"Call","Date","Prec","Check","Sec","Class","ClassWFD","SpcNum","Name","State","County","Grid","1010","CWOps","Pwr","Future","Future","Future","Future","Future"
"N1ADX","2024/10/16","","77","WMA","","","","","MA","","","","","","","","","","",""
"N1ADY","2024/10/16","","77","WCF","","","","","FL","","","","","","","","","","",""
"N1AIA","2024/10/16","","73","ME","","","","","ME","","","","","","","","","","",""
"N1ALO","2024/10/16","","77","EMA","","","","","MA","","","","","","","","","","",""
"N1API","2024/10/16","","79","CT","","","","","CT","","","","","","","","","","",""
"N1AU","2024/10/16","","55","EMA","","","","","MA","","","","","","","","","","",""
"N1AV","2024/10/16","","","AZ","","","","","AZ","","","","","","","","","","",""
"N1AW","2024/10/16","","57","WMA","","","","","MA","","","","","","","","","","",""
"N1BAA","2024/10/16","","77","WMA","","","","","MA","","","","","","","","","","",""
"N1BCL","2024/10/16","","57","VT","","","","","VT","","","","","","","","","","",""
"N1BNC","2024/10/16","","81","NH","","","","","NH","","","","","","","","","","",""
"N1BZ","2024/10/16","","77","WPA","","","","","PA","","","","","","","","","","",""
"N1CC","2024/10/16","","56","NTX","","","","","TX","","","","","","","","","","",""
"N1CCO","2024/10/16","","82","CT","","","","","CT","","","","","","","","","","",""
"N1CEO","2024/10/16","","88","EMA","","","","","MA","","","","","","","","","","",""
"N1CGP","2024/10/16","","74","ME","","","","","ME","","","","","","","","","","",""
"N1CZ","2024/10/16","","19","EMA","","","","","MA","","","","","","","","","","",""
"N1DBL","2024/10/16","","5","WMA","","","","","MA","","","","","","","","","","",""
"N1DC","2024/10/16","","68","EMA","","","","","MA","","","","","","","","","","",""
"N1DD","2024/10/16","","54","EMA","","","","","MA","","","","","","","","","","",""
"N1DDF","2024/10/16","","83","NH","","","","","NH","","","","","","","","","","",""
"N1DFD","2024/10/16","","95","ME","","","","","ME","","","","","","","","","","",""
"N1DG","2024/10/16","","62","EMA","","","","","MA","","","","","","","","","","",""
"N1DID","2024/10/16","","61","CT","","","","","CT","","","","","","","","","","",""
"N1DJF","2024/10/16","","3","RI","","","","","RI","","","","","","","","","","",""
"N1DM","2024/10/16","","72","EMA","","","","","MA","","","","","","","","","","",""
"N1DPK","2024/10/16","","85","NH","","","","","NH","","","","","","","","","","",""
"N1DPY","2024/10/16","","84","RI","","","","","RI","","","","","","","","","","",""
"N1DS","2024/10/16","","51","EMA","","","","","MA","","","","","","","","","","",""
"N1DZJ","2024/10/16","","95","WCF","","","","","FL","","","","","","","","","","",""
"N1DZR","2024/10/16","","98","CT","","","","","CT","","","","","","","","","","",""
"N1EG","2024/10/16","","1","CT","","","","","CT","","","","","","","","","","",""
"N1EK","2024/10/16","","67","MDC","","","","","MD","","","","","","","","","","",""
"N1EMF","2024/10/16","","86","VT","","","","","VT","","","","","","","","","","",""
"N1EN","2024/10/16","","10","CT","","","","","CT","","","","","","","","","","",""
"N1EOP","2024/10/16","","86","WMA","","","","","MA","","","","","","","","","","",""
"N1EU","2024/10/16","","65","ENY","","","","","NY","","","","","","","","","","",""
"N1FOJ","2024/10/16","","88","NH","","","","","NH","","","","","","","","","","",""
"N1FQ","2024/10/16","","98","ME","","","","","ME","","","","","","","","","","",""
"N1FTP","2024/10/16","","87","WMA","","","","","MA","","","","","","","","","","",""
"N1FUS","2024/10/16","","89","WMA","","","","","MA","","","","","","","","","","",""
"N1GB","2024/10/16","","67","VT","","","","","VT","","","","","","","","","","",""
"N1GF","2024/10/16","","67","EB","","","","","CA","","","","","","","","","","",""
"N1GFS","2024/10/16","","88","EMA","","","","","MA","","","","","","","","","","",""
"N1GN","2024/10/16","","68","NH","","","","","NH","","","","","","","","","","",""
"N1GSA","2024/10/16","","98","CT","","","","","CT","","","","","","","","","","",""
"N1HEL","2024/10/16","","84","SCV","","","","","CA","","","","","","","","","","",""
"N1HMB","2024/10/16","","92","ME","","","","","ME","","","","","","","","","","",""
"N1HO","2024/10/16","","68","SFL","","","","","FL","","","","","","","","","","",""
"N1HOQ","2024/10/16","","90","EMA","","","","","MA","","","","","","","","","","",""
"N1HRA","2024/10/16","","90","RI","","","","","RI","","","","","","","","","","",""
"N1HVH","2024/10/16","","90","WCF","","","","","FL","","","","","","","","","","",""
"N1IBQ","2024/10/16","","90","CT","","","","","CT","","","","","","","","","","",""
"N1IK","2024/10/16","","2","EMA","","","","","MA","","","","","","","","","","",""
"N1IMW","2024/10/16","","91","NH","","","","","NH","","","","","","","","","","",""
"N1IQC","2024/10/16","","91","NH","","","","","NH","","","","","","","","","","",""
"N1IVY","2024/10/16","","91","ME","","","","","ME","","","","","","","","","","",""
"N1IW","2024/10/16","","84","NH","","","","","NH","","","","","","","","","","",""
"N1IX","2024/10/16","","63","NH","","","","","NH","","","","","","","","","","",""
"N1IXF","2024/10/16","","91","CT","","","","","CT","","","","","","","","","","",""
"N1J","2024/10/16","","55","EMA","","","","","MA","","","","","","","","","","",""
"N1JEO","2024/10/16","","91","CT","","","","","CT","","","","","","","","","","",""
"N1JHJ","2024/10/16","","91","NH","","","","","NH","","","","","","","","","","",""
"N1JJ","2024/10/16","","96","MN","","","","","MN","","","","","","","","","","",""
"N1JM","2024/10/16","","62","AZ","","","","","AZ","","","","","","","","","","",""
"N1JTK","2024/10/16","","73","CT","","","","","CT","","","","","","","","","","",""
"N1JW","2024/10/16","","56","CT","","","","","CT","","","","","","","","","","",""
"N1KL","2024/10/16","","66","WMA","","","","","MA","","","","","","","","","","",""
"N1KM","2024/10/16","","89","RI","","","","","RI","","","","","","","","","","",""
"N1KR","2024/10/16","","98","SCV","","","","","CA","","","","","","","","","","",""
"N1KWF","2024/10/16","","91","NH","","","","","NH","","","","","","","","","","",""
"N1KWG","2024/10/16","","18","NH","","","","","NH","","","","","","","","","","",""
"N1LI","2024/10/16","","3","ME","","","","","ME","","","","","","","","","","",""
"N1LN","2024/10/16","","64","NC","","","","","NC","","","","","","","","","","",""
"N1LU","2024/10/16","","64","NH","","","","","NH","","","","","","","","","","",""
"N1LW","2024/10/16","","87","ME","","","","","ME","","","","","","","","","","",""
"N1MD","2024/10/16","","93","CT","","","","","CT","","","","","","","","","","",""
"N1MGO","2024/10/16","","92","WMA","","","","","MA","","","","","","","","","","",""
"N1MHB","2024/10/16","","92","ME","","","","","ME","","","","","","","","","","",""
"N1MM","2024/10/16","","61","CT","","","","","CT","","","","","","","","","","",""
"N1NCY","2024/10/16","","0","VA","","","","","VA","","","","","","","","","","",""
"N1ND","2024/10/16","","70","IN","","","","","IN","","","","","","","","","","",""
"N1NDN","2024/10/16","","93","ENY","","","","","NY","","","","","","","","","","",""
"N1NKC","2024/10/16","","92","NH","","","","","NH","","","","","","","","","","",""
"N1NN","2024/10/16","","58","EMA","","","","","MA","","","","","","","","","","",""
"N1NQD","2024/10/16","","92","WNY","","","","","NY","","","","","","","","","","",""
"N1NUA","2024/10/16","","77","ME","","","","","ME","","","","","","","","","","",""
"N1ORK","2024/10/16","","6","CT","","","","","CT","","","","","","","","","","",""
"N1OXA","2024/10/16","","93","ME","","","","","ME","","","","","","","","","","",""
"N1PA","2024/10/16","","91","NFL","","","","","FL","","","","","","","","","","",""
"N1PGQ","2024/10/16","","79","NH","","","","","NH","","","","","","","","","","",""
"N1PQR","2024/10/16","","20","TN","","","","","TN","","","","","","","","","","",""
"N1PT","2024/10/16","","0","NH","","","","","NH","","","","","","","","","","",""
"N1QD","2024/10/16","","2","EMA","","","","","MA","","","","","","","","","","",""
"N1QEQ","2024/10/16","","78","VA","","","","","VA","","","","","","","","","","",""
"N1QM","2024/10/16","","92","ME","","","","","ME","","","","","","","","","","",""
"N1QME","2024/10/16","","77","RI","","","","","RI","","","","","","","","","","",""
"N1QOU","2024/10/16","","57","WMA","","","","","MA","","","","","","","","","","",""
"N1QV","2024/10/16","","54","MO","","","","","MO","","","","","","","","","","",""
"N1QY","2024/10/16","","57","EMA","","","","","MA","","","","","","","","","","",""
"N1RIK","2024/10/16","","94","NC","","","","","NC","","","","","","","","","","",""
"N1RJF","2024/10/16","","93","VT","","","","","VT","","","","","","","","","","",""
"N1RK","2024/10/16","","82","SNJ","","","","","NJ","","","","","","","","","","",""
"N1RL","2024/10/16","","58","WMA","","","","","MA","","","","","","","","","","",""
"N1RLR","2024/10/16","","11","EMA","","","","","MA","","","","","","","","","","",""
"N1RM","2024/10/16","","68","VA","","","","","VA","","","","","","","","","","",""
"N1RP","2024/10/16","","14","NH","","","","","NH","","","","","","","","","","",""
"N1RR","2024/10/16","","77","EMA","","","","","MA","","","","","","","","","","",""
"N1SM","2024/10/16","","77","NH","","","","","NH","","","","","","","","","","",""
"N1SNB","2024/10/16","","94","EMA","","","","","MA","","","","","","","","","","",""
"N1SOH","2024/10/16","","94","EMA","","","","","MA","","","","","","","","","","",""
"N1STN","2024/10/16","","94","ME","","","","","ME","","","","","","","","","","",""
"N1SV","2024/10/16","","0","EMA","","","","","MA","","","","","","","","","","",""
"N1SW","2024/10/16","","61","RI","","","","","RI","","","","","","","","","","",""
"N1SWK","2024/10/16","","94","MO","","","","","MO","","","","","","","","","","",""
"N1SXL","2024/10/16","","94","CT","","","","","CT","","","","","","","","","","",""
"N1SZ","2024/10/16","","86","MDC","","","","","MD","","","","","","","","","","",""
"N1TA","2024/10/16","","0","WMA","","","","","MA","","","","","","","","","","",""
"N1TM","2024/10/16","","79","CT","","","","","CT","","","","","","","","","","",""
"N1TO","2024/10/16","","63","SFL","","","","","FL","","","","","","","","","","",""
"N1TP","2024/10/16","","83","EPA","","","","","EPA","","","","","","","","","","",""
"N1TVL","2024/10/16","","94","CT","","","","","CT","","","","","","","","","","",""
"N1UI","2024/10/16","","12","MI","","","","","MI","","","","","","","","","","",""
"N1UR","2024/10/16","","76","VT","","","","","VT","","","","","","","","","","",""
"N1URA","2024/10/16","","95","ME","","","","","ME","","","","","","","","","","",""
"N1UZ","2024/10/16","","93","WMA","","","","","MA","","","","","","","","","","",""
"N1VAM","2024/10/16","","95","EMA","","","","","MA","","","","","","","","","","",""
"N1VF","2024/10/16","","96","SCV","","","","","CA","","","","","","","","","","",""
"N1VT","2024/10/16","","99","VT","","","","","VT","","","","","","","","","","",""
"N1WGU","2024/10/16","","96","VT","","","","","VT","","","","","","","","","","",""
"N1WI","2024/10/16","","1","TN","","","","","TN","","","","","","","","","","",""
"N1WQ","2024/10/16","","83","MN","","","","","MN","","","","","","","","","","",""
"N1WR","2024/10/16","","61","VA","","","","","VA","","","","","","","","","","",""
"N1XC","2024/10/16","","92","SFL","","","","","FL","","","","","","","","","","",""
"N1XIH","2024/10/16","","96","UT","","","","","UT","","","","","","","","","","",""
"N1XIH/7","2024/10/16","","96","UT","","","","","UT","","","","","","","","","","",""
"N1XJM","2024/10/16","","99","ENY","","","","","NY","","","","","","","","","","",""
"N1XK","2024/10/16","","77","IA","","","","","IA","","","","","","","","","","",""
"N1XL","2024/10/16","","89","NC","","","","","NY","","","","","","","","","","",""
"N1XS","2024/10/16","","96","NTX","","","","","TX","","","","","","","","","","",""
"N1XUQ","2024/10/16","","96","NH","","","","","NH","","","","","","","","","","",""
"N1XY","2024/10/16","","70","NH","","","","","NH","","","","","","","","","","",""
"N1YC","2024/10/16","","78","CT","","","","","CT","","","","","","","","","","",""
"N1YE","2024/10/16","","72","ME","","","","","ME","","","","","","","","","","",""
"N1YF","2024/10/16","","97","ME","","","","","ME","","","","","","","","","","",""
"N1YIS","2024/10/16","","96","ME","","","","","ME","","","","","","","","","","",""
"N1YK","2024/10/16","","97","CT","","","","","CT","","","","","","","","","","",""
"N1YKH","2024/10/16","","97","CT","","","","","CT","","","","","","","","","","",""
"N1YL","2024/10/16","","14","WMA","","","","","MA","","","","","","","","","","",""
"N1YTY","2024/10/16","","97","VT","","","","","VT","","","","","","","","","","",""
"N1YWB","2024/10/16","","97","SDG","","","","","CA","","","","","","","","","","",""
"N1YX","2024/10/16","","8","EMA","","","","","MA","","","","","","","","","","",""
"N1ZN","2024/10/16","","2","CT","","","","","CT","","","","","","","","","","",""
"N1ZUK","2024/10/16","","97","VT","","","","","VT","","","","","","","","","","",""
"N1ZX","2024/10/16","","0","SFL","","","","","FL","","","","","","","","","","",""
"N2AAX","2024/10/16","","78","NNJ","","","","","NJ","","","","","","","","","","",""
"N2ALE","2024/10/16","","78","NM","","","","","NM","","","","","","","","","","",""
"N2AMC","2024/10/16","","78","NLI","","","","","NY","","","","","","","","","","",""
"N2AN","2024/10/16","","84","EMA","","","","","MA","","","","","","","","","","",""
"N2ASD","2024/10/16","","10","NNY","","","","","NY","","","","","","","","","","",""
"N2BA","2024/10/16","","66","NNJ","","","","","NJ","","","","","","","","","","",""
"N2BC","2024/10/16","","63","WNY","","","","","NY","","","","","","","","","","",""
"N2BEE","2024/10/16","","67","WNY","","","","","NY","","","","","","","","","","",""
"N2BEG","2024/10/16","","77","WNY","","","","","NY","","","","","","","","","","",""
"N2BJ","2024/10/16","","61","IL","","","","","IL","","","","","","","","","","",""
"N2BO","2024/10/16","","62","NNY","","","","","NY","","","","","","","","","","",""
"N2BT","2024/10/16","","74","NC","","","","","NC","","","","","","","","","","",""
"N2BZP","2024/10/16","","78","ENY","","","","","NY","","","","","","","","","","",""
"N2CG","2024/10/16","","65","NNJ","","","","","NJ","","","","","","","","","","",""
"N2CJ","2024/10/16","","0","NNJ","","","","","NJ","","","","","","","","","","",""
"N2CJN","2024/10/16","","72","SCV","","","","","CA","","","","","","","","","","",""
"N2CK","2024/10/16","","93","WNY","","","","","NY","","","","","","","","","","",""
"N2CLB","2024/10/16","","6","VA","","","","","VA","","","","","","","","","","",""
"N2CQ","2024/10/16","","53","SNJ","","","","","NJ","","","","","","","","","","",""
"N2CU","2024/10/16","","72","WNY","","","","","NY","","","","","","","","","","",""
"N2CW","2024/10/16","","1","SNJ","","","","","NJ","","","","","","","","","","",""
"N2DBI","2024/10/16","","81","WNY","","","","","NY","","","","","","","","","","",""
"N2DD","2024/10/16","","98","WNY","","","","","NY","","","","","","","","","","",""
"N2DJK","2024/10/16","","85","NNJ","","","","","NJ","","","","","","","","","","",""
"N2DM","2024/10/16","","72","WNY","","","","","NY","","","","","","","","","","",""
"N2DUB","2024/10/16","","80","NNJ","","","","","NJ","","","","","","","","","","",""
